id,bal,block,x,cond,trial,y,c2,task,cycle,dim1,dim2,cor,error,res,time
203,1,5,0,0,24,0,0,2,3,3,1,1,0,1,381
203,1,5,0,0,25,0,0,1,1,3,4,3,0,3,525
203,1,5,0,0,26,0,0,1,2,1,4,1,1,2,517
203,1,5,0,0,27,0,0,1,3,3,4,3,0,3,661
203,1,5,0,0,28,0,0,2,1,4,1,1,0,1,853
203,1,5,0,0,29,0,0,2,2,4,1,1,0,1,628
203,1,5,0,0,30,0,0,2,3,4,2,2,0,2,541
203,1,5,0,0,31,0,0,1,1,3,4,3,0,3,677
203,1,5,0,0,32,0,0,1,2,2,4,2,0,2,1245
203,1,5,0,0,33,0,0,1,3,2,4,2,0,2,596
203,1,5,0,0,34,0,0,2,1,4,2,2,0,2,1237
203,1,5,0,0,35,0,0,2,2,4,3,3,0,3,589
203,1,5,0,0,36,0,0,2,3,4,2,2,0,2,725
203,1,5,0,0,37,0,0,1,1,1,3,1,0,1,1213
203,1,5,0,0,38,0,0,1,2,1,3,1,0,1,389
203,1,5,0,0,39,0,0,1,3,3,1,3,0,3,613
203,1,5,0,0,40,0,0,2,1,1,3,3,0,3,2237
203,1,5,0,0,41,0,0,2,2,1,2,2,0,2,741
203,1,5,0,0,42,0,0,2,3,1,3,3,0,3,573
203,1,5,0,0,43,0,0,1,1,1,3,1,0,1,485
203,1,5,0,0,44,0,0,1,2,3,1,3,0,3,1029
203,1,5,0,0,45,0,0,1,3,1,3,1,0,1,532
203,1,5,0,0,46,0,0,2,1,3,1,1,1,2,533
203,1,5,0,0,47,0,0,2,2,3,1,1,0,1,533
203,1,5,0,0,48,0,0,2,3,1,3,3,0,3,565
203,1,5,0,0,49,0,0,1,1,2,3,2,0,2,557
203,1,5,0,0,50,0,0,1,2,1,3,1,0,1,525
203,1,5,0,0,51,0,0,1,3,2,3,2,1,1,581
203,1,5,0,0,52,0,0,2,1,3,2,2,0,2,709
203,1,5,0,0,53,0,0,2,2,1,2,2,0,2,501
203,1,5,0,0,54,0,0,2,3,1,3,3,0,3,492
203,1,5,0,0,55,0,0,1,1,1,2,1,0,1,1237
203,1,5,0,0,56,0,0,1,2,3,2,3,0,3,613
203,1,5,0,0,57,0,0,1,3,2,1,2,0,2,509
203,1,5,0,0,58,0,0,2,1,4,1,1,0,1,1253
203,1,5,0,0,59,0,0,2,2,4,3,3,0,3,613
203,1,5,0,0,60,0,0,2,3,4,2,2,0,2,612
203,1,5,0,0,61,0,0,1,1,3,2,3,0,3,1485
203,1,5,0,0,62,0,0,1,2,2,1,2,0,2,637
203,1,5,0,0,63,0,0,1,3,1,3,1,0,1,341
203,1,5,0,0,64,0,0,2,1,4,2,2,1,3,837
203,1,5,0,0,65,0,0,2,2,4,2,2,0,2,461
203,1,5,0,0,66,0,0,2,3,4,3,3,0,3,580
203,1,5,0,0,67,0,0,1,1,1,4,1,0,1,1013
203,1,5,0,0,68,0,0,1,2,1,4,1,0,1,381
203,1,5,0,0,69,0,0,1,3,3,4,3,0,3,837
203,1,5,0,0,70,0,0,2,1,3,1,1,0,1,1525
203,1,5,0,0,71,0,0,2,2,1,3,3,0,3,605
203,1,5,0,0,72,0,0,2,3,2,1,1,0,1,629
203,1,5,0,0,73,0,0,1,1,3,4,3,1,1,4365
203,1,5,0,0,74,0,0,1,2,3,4,3,0,3,461
203,1,5,0,0,75,0,0,1,3,3,4,3,0,3,349
203,1,5,0,0,76,0,0,2,1,1,2,2,0,2,757
203,1,5,0,0,77,0,0,2,2,2,3,3,0,3,524
203,1,5,0,0,78,0,0,2,3,2,1,1,0,1,541
203,1,5,0,0,79,0,0,1,1,2,4,2,0,2,557
203,1,5,0,0,80,0,0,1,2,3,4,3,1,1,556
203,1,5,0,0,81,0,0,1,3,3,4,3,0,3,533
203,1,5,0,0,82,0,0,2,1,4,3,3,0,3,581
203,1,5,0,0,83,0,0,2,2,4,3,3,0,3,317
203,1,5,0,0,84,0,0,2,3,4,2,2,0,2,429
203,1,5,0,0,85,0,0,1,1,2,3,2,1,1,500
203,1,5,0,0,86,0,0,1,2,2,3,2,0,2,285
203,1,5,0,0,87,0,0,1,3,3,2,3,0,3,477
203,1,5,0,0,88,0,0,2,1,3,1,1,0,1,621
203,1,5,0,0,89,0,0,2,2,3,2,2,0,2,461
203,1,5,0,0,90,0,0,2,3,3,1,1,0,1,589
203,1,5,0,0,91,0,0,1,1,1,4,1,0,1,460
203,1,5,0,0,92,0,0,1,2,2,4,2,0,2,437
203,1,5,0,0,93,0,0,1,3,3,4,3,0,3,501
203,1,5,0,0,94,0,0,2,1,3,1,1,0,1,1093
203,1,5,0,0,95,0,0,2,2,2,3,3,1,2,437
203,1,5,0,0,96,0,0,2,3,3,2,2,0,2,613
203,1,5,0,0,97,0,0,1,1,2,3,2,0,2,1053
203,1,5,0,0,98,0,0,1,2,3,2,3,0,3,557
203,1,5,0,0,99,0,0,1,3,1,2,1,0,1,404
203,1,5,0,0,100,0,0,2,1,1,3,3,0,3,1101
203,1,5,0,0,101,0,0,2,2,2,1,1,0,1,613
203,1,5,0,0,102,0,0,2,3,1,2,2,0,2,388
203,1,5,0,0,103,0,0,1,1,2,4,2,0,2,669
203,1,5,0,0,104,0,0,1,2,1,4,1,0,1,1053
203,1,5,0,0,105,0,0,1,3,1,4,1,0,1,565
203,1,5,0,0,106,0,0,2,1,1,2,2,0,2,940
203,1,5,0,0,107,0,0,2,2,1,3,3,1,1,437
203,1,5,0,0,108,0,0,2,3,3,1,1,0,1,541
203,1,5,0,0,109,0,0,1,1,2,1,2,0,2,1717
203,1,5,0,0,110,0,0,1,2,2,3,2,0,2,2189
203,1,5,0,0,111,0,0,1,3,3,2,3,0,3,781
203,1,5,0,0,112,0,0,2,1,1,2,2,0,2,2004
203,1,5,0,0,113,0,0,2,2,2,1,1,0,1,1279
203,1,5,0,0,114,0,0,2,3,2,3,3,0,3,573
203,1,5,0,0,115,0,0,1,1,3,2,3,0,3,1293
203,1,5,0,0,116,0,0,1,2,3,1,3,0,3,1477
203,1,5,0,0,117,0,0,1,3,3,1,3,0,3,277
203,1,5,0,0,118,0,0,2,1,3,2,2,0,2,1053
203,1,5,0,0,119,0,0,2,2,1,2,2,0,2,581
203,1,5,0,0,120,0,0,2,3,2,3,3,0,3,557
204,0,0,0,0,1,0,0,1,1,1,4,1,0,1,1132
204,0,0,0,0,2,0,0,1,2,3,4,3,1,2,1220
204,0,0,0,0,3,0,0,1,3,3,4,3,0,3,709
204,0,0,0,0,4,0,0,1,1,2,4,2,0,2,997
204,0,0,0,0,5,0,0,1,2,1,4,1,0,1,565
204,0,0,0,0,6,0,0,1,3,3,4,3,0,3,517
204,0,0,0,0,7,0,0,1,1,2,4,2,1,1,653
204,0,0,0,0,8,0,0,1,2,1,4,1,1,3,1301
204,0,0,0,0,9,0,0,1,3,3,4,3,0,3,661
204,0,0,0,0,10,0,0,1,1,2,3,2,0,2,2349
204,0,0,0,0,11,0,0,1,2,2,3,2,0,2,557
204,0,0,0,0,12,0,0,1,3,1,3,1,0,1,2573
204,0,0,0,0,13,0,0,1,1,1,4,1,0,1,997
204,0,0,0,0,14,0,0,1,2,2,4,2,0,2,573
204,0,0,0,0,15,0,0,1,3,2,4,2,0,2,1429
204,0,0,0,0,16,0,0,1,1,1,3,1,0,1,725
204,0,0,0,0,17,0,0,1,2,2,3,2,0,2,725
204,0,0,0,0,18,0,0,1,3,1,2,1,0,1,565
204,0,0,0,0,19,0,0,1,1,3,2,3,0,3,621
204,0,0,0,0,20,0,0,1,2,2,3,2,0,2,1421
204,0,0,0,0,21,0,0,1,3,2,3,2,0,2,437
204,0,0,0,0,22,0,0,1,1,1,4,1,0,1,821
204,0,0,0,0,23,0,0,1,2,2,4,2,0,2,541
204,0,0,0,0,24,0,0,1,3,3,4,3,0,3,517
204,0,0,0,0,25,0,0,1,1,2,4,2,0,2,1685
204,0,0,0,0,26,0,0,1,2,1,4,1,0,1,589
204,0,0,0,0,27,0,0,1,3,2,4,2,0,2,925
204,0,0,0,0,28,0,0,1,1,2,1,2,0,2,1149
204,0,0,0,0,29,0,0,1,2,2,1,2,0,2,525
204,0,0,0,0,30,0,0,1,3,3,2,3,0,3,557
204,0,0,0,0,31,0,0,1,1,1,2,1,0,1,1837
204,0,0,0,0,32,0,0,1,2,2,1,2,0,2,765
204,0,0,0,0,33,0,0,1,3,1,2,1,0,1,716
204,0,0,0,0,34,0,0,1,1,1,3,1,0,1,685
204,0,0,0,0,35,0,0,1,2,2,1,2,0,2,597
204,0,0,0,0,36,0,0,1,3,2,3,2,1,1,613
204,0,0,0,0,37,0,0,1,1,2,1,2,0,2,1179
204,0,0,0,0,38,0,0,1,2,2,3,2,0,2,365
204,0,0,0,0,39,0,0,1,3,3,2,3,0,3,581
204,0,0,0,0,40,0,0,1,1,3,2,3,0,3,461
204,0,0,0,0,41,0,0,1,2,1,3,1,0,1,1237
204,0,0,0,0,42,0,0,1,3,2,1,2,0,2,580
204,0,0,0,0,1,0,0,2,1,4,3,3,0,3,6636
204,0,0,0,0,2,0,0,2,2,4,1,1,0,1,4308
204,0,0,0,0,3,0,0,2,3,4,3,3,0,3,3869
204,0,0,0,0,4,0,0,2,1,4,1,1,0,1,2317
204,0,0,0,0,5,0,0,2,2,4,2,2,0,2,1772
204,0,0,0,0,6,0,0,2,3,4,2,2,0,2,925
204,0,0,0,0,7,0,0,2,1,3,1,1,0,1,5637
204,0,0,0,0,8,0,0,2,2,2,3,3,0,3,2020
204,0,0,0,0,9,0,0,2,3,1,3,3,0,3,1037
204,0,0,0,0,10,0,0,2,1,4,2,2,0,2,4333
204,0,0,0,0,11,0,0,2,2,4,3,3,1,1,869
204,0,0,0,0,12,0,0,2,3,4,3,3,0,3,645
204,0,0,0,0,13,0,0,2,1,4,1,1,1,2,749
204,0,0,0,0,14,0,0,2,2,4,2,2,0,2,989
204,0,0,0,0,15,0,0,2,3,4,1,1,0,1,1061
204,0,0,0,0,16,0,0,2,1,4,3,3,0,3,677
204,0,0,0,0,17,0,0,2,2,4,3,3,0,3,909
204,0,0,0,0,18,0,0,2,3,4,1,1,0,1,645
204,0,0,0,0,19,0,0,2,1,1,2,2,0,2,1125
204,0,0,0,0,20,0,0,2,2,2,1,1,0,1,1093
204,0,0,0,0,21,0,0,2,3,3,2,2,1,3,837
204,0,0,0,0,22,0,0,2,1,4,1,1,0,1,3045
204,0,0,0,0,23,0,0,2,2,4,1,1,0,1,469
204,0,0,0,0,24,0,0,2,3,4,1,1,0,1,365
204,0,0,0,0,25,0,0,2,1,4,2,2,1,3,789
204,0,0,0,0,26,0,0,2,2,4,3,3,0,3,2301
204,0,0,0,0,27,0,0,2,3,4,2,2,0,2,5845
204,0,0,0,0,28,0,0,2,1,1,3,3,0,3,1045
204,0,0,0,0,29,0,0,2,2,2,1,1,0,1,685
204,0,0,0,0,30,0,0,2,3,1,2,2,0,2,981
204,0,0,0,0,31,0,0,2,1,4,1,1,0,1,613
204,0,0,0,0,32,0,0,2,2,4,1,1,0,1,837
204,0,0,0,0,33,0,0,2,3,4,3,3,0,3,1685
204,0,0,0,0,34,0,0,2,1,4,1,1,0,1,2597
204,0,0,0,0,35,0,0,2,2,4,1,1,0,1,372
204,0,0,0,0,36,0,0,2,3,4,1,1,0,1,317
204,0,0,0,0,37,0,0,2,1,4,3,3,0,3,1349
204,0,0,0,0,38,0,0,2,2,4,3,3,0,3,485
204,0,0,0,0,39,0,0,2,3,4,1,1,0,1,597
204,0,0,0,0,40,0,0,2,1,3,2,2,0,2,597
204,0,0,0,0,41,0,0,2,2,3,2,2,0,2,452
204,0,0,0,0,42,0,0,2,3,3,1,1,0,1,1061
204,0,0,0,0,1,0,0,1,1,3,4,3,0,3,1826
204,0,0,0,0,2,0,0,1,2,2,4,2,0,2,957
204,0,0,0,0,3,0,0,1,3,3,4,3,0,3,884
204,0,0,0,0,4,0,0,2,1,1,3,3,0,3,7557
204,0,0,0,0,5,0,0,2,2,3,1,1,0,1,684
204,0,0,0,0,6,0,0,2,3,3,1,1,0,1,1734
204,0,0,0,0,7,0,0,1,1,3,2,3,0,3,1765
204,0,0,0,0,8,0,0,1,2,2,1,2,0,2,861
204,0,0,0,0,9,0,0,1,3,3,2,3,0,3,709
204,0,0,0,0,10,0,0,2,1,4,3,3,1,2,2068
204,0,0,0,0,11,0,0,2,2,4,3,3,0,3,477
204,0,0,0,0,12,0,0,2,3,4,2,2,0,2,669
204,0,0,0,0,13,0,0,1,1,1,2,1,0,1,2893
204,0,0,0,0,14,0,0,1,2,2,1,2,0,2,716
204,0,0,0,0,15,0,0,1,3,3,1,3,0,3,484
204,0,0,0,0,16,0,0,2,1,2,1,1,0,1,1565
204,0,0,0,0,17,0,0,2,2,3,1,1,0,1,676
204,0,0,0,0,18,0,0,2,3,3,2,2,0,2,1173
204,0,0,0,0,19,0,0,1,1,1,2,1,0,1,3373
204,0,0,0,0,20,0,0,1,2,1,2,1,0,1,460
204,0,0,0,0,21,0,0,1,3,1,3,1,0,1,1685
204,0,0,0,0,22,0,0,2,1,3,2,2,0,2,2565
204,0,0,0,0,23,0,0,2,2,2,3,3,0,3,2853
204,0,0,0,0,24,0,0,2,3,3,1,1,0,1,581
204,0,0,0,0,25,0,0,1,1,3,4,3,0,3,1156
204,0,0,0,0,26,0,0,1,2,1,4,1,0,1,869
204,0,0,0,0,27,0,0,1,3,1,4,1,0,1,749
204,0,0,0,0,28,0,0,2,1,2,1,1,0,1,3157
204,0,0,0,0,29,0,0,2,2,3,1,1,0,1,1541
204,0,0,0,0,30,0,0,2,3,3,1,1,0,1,389
204,0,0,0,0,31,0,0,1,1,2,4,2,0,2,2084
204,0,0,0,0,32,0,0,1,2,2,4,2,0,2,333
204,0,0,0,0,33,0,0,1,3,3,4,3,0,3,1357
204,0,0,0,0,34,0,0,2,1,3,1,1,0,1,1245
204,0,0,0,0,35,0,0,2,2,2,3,3,0,3,3181
204,0,0,0,0,36,0,0,2,3,1,2,2,0,2,565
204,0,0,0,0,37,0,0,1,1,1,4,1,0,1,2220
204,0,0,0,0,38,0,0,1,2,2,4,2,0,2,717
204,0,0,0,0,39,0,0,1,3,3,4,3,0,3,373
204,0,0,0,0,40,0,0,2,1,4,1,1,0,1,860
204,0,0,0,0,41,0,0,2,2,4,2,2,0,2,933
204,0,0,0,0,42,0,0,2,3,4,3,3,0,3,397
204,0,1,0,0,1,0,0,1,1,1,4,1,0,1,756
204,0,1,0,0,2,0,0,1,2,2,4,2,0,2,861
204,0,1,0,0,3,0,0,1,3,1,4,1,0,1,686
204,0,1,0,0,4,0,0,2,1,4,3,3,0,3,1539
204,0,1,0,0,5,0,0,2,2,4,2,2,0,2,821
204,0,1,0,0,6,0,0,2,3,4,1,1,0,1,485
204,0,1,0,0,7,0,0,1,1,1,4,1,0,1,1844
204,0,1,0,0,8,0,0,1,2,1,4,1,0,1,565
204,0,1,0,0,9,0,0,1,3,1,4,1,0,1,437
204,0,1,0,0,10,0,0,2,1,1,3,3,0,3,2269
204,0,1,0,0,11,0,0,2,2,1,2,2,0,2,652
204,0,1,0,0,12,0,0,2,3,2,1,1,0,1,1109
204,0,1,0,0,13,0,0,1,1,1,2,1,0,1,2301
204,0,1,0,0,14,0,0,1,2,2,3,2,0,2,1125
204,0,1,0,0,15,0,0,1,3,3,1,3,0,3,541
204,0,1,0,0,16,0,0,2,1,4,1,1,0,1,1573
204,0,1,0,0,17,0,0,2,2,4,3,3,0,3,1685
204,0,1,0,0,18,0,0,2,3,4,1,1,0,1,532
204,0,1,0,0,19,0,0,1,1,1,4,1,0,1,2341
204,0,1,0,0,20,0,0,1,2,3,4,3,0,3,715
204,0,1,0,0,21,0,0,1,3,1,4,1,0,1,789
204,0,1,0,0,22,0,0,2,1,1,2,2,0,2,1349
204,0,1,0,0,23,0,0,2,2,2,3,3,0,3,1797
204,0,1,0,0,24,0,0,2,3,2,3,3,0,3,565
204,0,1,0,0,25,0,0,1,1,2,4,2,0,2,1053
204,0,1,0,0,26,0,0,1,2,1,4,1,0,1,660
204,0,1,0,0,27,0,0,1,3,2,4,2,0,2,2037
204,0,1,0,0,28,0,0,2,1,4,1,1,0,1,1013
204,0,1,0,0,29,0,0,2,2,4,1,1,0,1,453
204,0,1,0,0,30,0,0,2,3,4,3,3,0,3,884
204,0,1,0,0,31,0,0,1,1,3,1,3,1,1,2165
204,0,1,0,0,32,0,0,1,2,1,2,1,0,1,1245
204,0,1,0,0,33,0,0,1,3,1,3,1,0,1,629
204,0,1,0,0,34,0,0,2,1,1,3,3,0,3,2893
204,0,1,0,0,35,0,0,2,2,1,3,3,0,3,733
204,0,1,0,0,36,0,0,2,3,2,1,1,0,1,637
204,0,1,0,0,37,0,0,1,1,2,3,2,0,2,957
204,0,1,0,0,38,0,0,1,2,3,2,3,0,3,733
204,0,1,0,0,39,0,0,1,3,3,2,3,0,3,1093
204,0,1,0,0,40,0,0,2,1,4,3,3,0,3,2989
204,0,1,0,0,41,0,0,2,2,4,1,1,0,1,701
204,0,1,0,0,42,0,0,2,3,4,3,3,0,3,869
204,0,1,0,0,43,0,0,1,1,2,3,2,0,2,2213
204,0,1,0,0,44,0,0,1,2,1,2,1,0,1,685
204,0,1,0,0,45,0,0,1,3,3,2,3,0,3,613
204,0,1,0,0,46,0,0,2,1,3,1,1,0,1,980
204,0,1,0,0,47,0,0,2,2,2,1,1,0,1,1453
204,0,1,0,0,48,0,0,2,3,3,2,2,0,2,3508
204,0,1,0,0,49,0,0,1,1,3,4,3,0,3,828
204,0,1,0,0,50,0,0,1,2,3,4,3,0,3,685
204,0,1,0,0,51,0,0,1,3,1,4,1,0,1,789
204,0,1,0,0,52,0,0,2,1,4,3,3,0,3,3077
204,0,1,0,0,53,0,0,2,2,4,3,3,0,3,437
204,0,1,0,0,54,0,0,2,3,4,3,3,0,3,445
204,0,1,0,0,55,0,0,1,1,1,3,1,0,1,1325
204,0,1,0,0,56,0,0,1,2,2,3,2,0,2,973
204,0,1,0,0,57,0,0,1,3,3,1,3,0,3,693
204,0,1,0,0,58,0,0,2,1,2,1,1,0,1,2525
204,0,1,0,0,59,0,0,2,2,3,1,1,0,1,908
204,0,1,0,0,60,0,0,2,3,2,3,3,0,3,1117
204,0,1,0,0,61,0,0,1,1,1,4,1,0,1,1021
204,0,1,0,0,62,0,0,1,2,1,4,1,0,1,460
204,0,1,0,0,63,0,0,1,3,1,4,1,0,1,381
204,0,1,0,0,64,0,0,2,1,2,1,1,0,1,1053
204,0,1,0,0,65,0,0,2,2,2,1,1,0,1,325
204,0,1,0,0,66,0,0,2,3,3,2,2,0,2,2405
204,0,1,0,0,67,0,0,1,1,3,4,3,0,3,2172
204,0,1,0,0,68,0,0,1,2,1,4,1,0,1,1701
204,0,1,0,0,69,0,0,1,3,3,4,3,0,3,3693
204,0,1,0,0,70,0,0,2,1,4,1,1,0,1,908
204,0,1,0,0,71,0,0,2,2,4,1,1,0,1,357
204,0,1,0,0,72,0,0,2,3,4,3,3,0,3,2029
204,0,1,0,0,73,0,0,1,1,3,4,3,0,3,1253
204,0,1,0,0,74,0,0,1,2,2,4,2,0,2,1005
204,0,1,0,0,75,0,0,1,3,3,4,3,0,3,637
204,0,1,0,0,76,0,0,2,1,4,2,2,0,2,1205
204,0,1,0,0,77,0,0,2,2,4,1,1,0,1,596
204,0,1,0,0,78,0,0,2,3,4,2,2,0,2,517
204,0,1,0,0,79,0,0,1,1,2,1,2,0,2,3413
204,0,1,0,0,80,0,0,1,2,1,2,1,0,1,4260
204,0,1,0,0,81,0,0,1,3,1,3,1,0,1,549
204,0,1,0,0,82,0,0,2,1,3,1,1,0,1,1349
204,0,1,0,0,83,0,0,2,2,3,2,2,0,2,1412
204,0,1,0,0,84,0,0,2,3,1,3,3,0,3,469
204,0,1,0,0,85,0,0,1,1,2,3,2,0,2,1253
204,0,1,0,0,86,0,0,1,2,2,3,2,0,2,741
204,0,1,0,0,87,0,0,1,3,3,2,3,0,3,725
204,0,1,0,0,88,0,0,2,1,4,3,3,0,3,2565
204,0,1,0,0,89,0,0,2,2,4,1,1,0,1,725
204,0,1,0,0,90,0,0,2,3,4,1,1,0,1,685
204,0,1,0,0,91,0,0,1,1,2,3,2,0,2,3077
204,0,1,0,0,92,0,0,1,2,3,1,3,0,3,692
204,0,1,0,0,93,0,0,1,3,1,3,1,0,1,2077
204,0,1,0,0,94,0,0,2,1,3,1,1,0,1,2653
204,0,1,0,0,95,0,0,2,2,1,2,2,0,2,717
204,0,1,0,0,96,0,0,2,3,3,2,2,0,2,1189
204,0,1,0,0,97,0,0,1,1,3,1,3,0,3,1741
204,0,1,0,0,98,0,0,1,2,2,3,2,0,2,1733
204,0,1,0,0,99,0,0,1,3,3,2,3,0,3,757
204,0,1,0,0,100,0,0,2,1,4,2,2,0,2,925
204,0,1,0,0,101,0,0,2,2,4,3,3,0,3,1741
204,0,1,0,0,102,0,0,2,3,4,3,3,0,3,916
204,0,1,0,0,103,0,0,1,1,3,4,3,0,3,1373
204,0,1,0,0,104,0,0,1,2,3,4,3,0,3,557
204,0,1,0,0,105,0,0,1,3,3,4,3,0,3,493
204,0,1,0,0,106,0,0,2,1,4,1,1,0,1,1133
204,0,1,0,0,107,0,0,2,2,4,3,3,0,3,1381
204,0,1,0,0,108,0,0,2,3,4,2,2,0,2,501
204,0,1,0,0,109,0,0,1,1,2,1,2,0,2,1757
204,0,1,0,0,110,0,0,1,2,2,1,2,0,2,437
204,0,1,0,0,111,0,0,1,3,1,2,1,0,1,3981
204,0,1,0,0,112,0,0,2,1,4,1,1,0,1,1613
204,0,1,0,0,113,0,0,2,2,4,3,3,1,2,709
204,0,1,0,0,114,0,0,2,3,4,2,2,0,2,3317
204,0,1,0,0,115,0,0,1,1,1,4,1,0,1,1148
204,0,1,0,0,116,0,0,1,2,2,4,2,0,2,669
204,0,1,0,0,117,0,0,1,3,1,4,1,1,2,525
204,0,1,0,0,118,0,0,2,1,3,2,2,0,2,5157
204,0,1,0,0,119,0,0,2,2,3,2,2,0,2,557
204,0,1,0,0,120,0,0,2,3,1,2,2,0,2,468
204,0,2,0,0,1,0,0,1,1,1,2,1,0,1,883
204,0,2,0,0,2,0,0,1,2,1,3,1,0,1,1149
204,0,2,0,0,3,0,0,1,3,2,3,2,0,2,1836
204,0,2,0,0,4,0,0,2,1,2,1,1,0,1,1149
204,0,2,0,0,5,0,0,2,2,3,1,1,0,1,461
204,0,2,0,0,6,0,0,2,3,2,3,3,0,3,4453
204,0,2,0,0,7,0,0,1,1,1,4,1,0,1,637
204,0,2,0,0,8,0,0,1,2,3,4,3,0,3,853
204,0,2,0,0,9,0,0,1,3,2,4,2,0,2,909
204,0,2,0,0,10,0,0,2,1,1,3,3,0,3,1669
204,0,2,0,0,11,0,0,2,2,3,2,2,0,2,2564
204,0,2,0,0,12,0,0,2,3,1,3,3,0,3,861
204,0,2,0,0,13,0,0,1,1,2,4,2,0,2,1117
204,0,2,0,0,14,0,0,1,2,1,4,1,0,1,1125
204,0,2,0,0,15,0,0,1,3,1,4,1,0,1,661
204,0,2,0,0,16,0,0,2,1,4,3,3,0,3,2469
204,0,2,0,0,17,0,0,2,2,4,3,3,0,3,357
204,0,2,0,0,18,0,0,2,3,4,1,1,0,1,637
204,0,2,0,0,19,0,0,1,1,1,4,1,0,1,661
204,0,2,0,0,20,0,0,1,2,2,4,2,0,2,757
204,0,2,0,0,21,0,0,1,3,2,4,2,0,2,613
204,0,2,0,0,22,0,0,2,1,3,1,1,0,1,1429
204,0,2,0,0,23,0,0,2,2,1,2,2,0,2,1941
204,0,2,0,0,24,0,0,2,3,2,1,1,0,1,1317
204,0,2,0,0,25,0,0,1,1,1,4,1,0,1,788
204,0,2,0,0,26,0,0,1,2,2,4,2,0,2,621
204,0,2,0,0,27,0,0,1,3,3,4,3,0,3,485
204,0,2,0,0,28,0,0,2,1,3,1,1,0,1,933
204,0,2,0,0,29,0,0,2,2,2,1,1,0,1,2493
204,0,2,0,0,30,0,0,2,3,1,2,2,0,2,781
204,0,2,0,0,31,0,0,1,1,1,3,1,0,1,685
204,0,2,0,0,32,0,0,1,2,1,3,1,0,1,509
204,0,2,0,0,33,0,0,1,3,1,2,1,0,1,405
204,0,2,0,0,34,0,0,2,1,4,2,2,0,2,1269
204,0,2,0,0,35,0,0,2,2,4,2,2,0,2,285
204,0,2,0,0,36,0,0,2,3,4,3,3,0,3,1053
204,0,2,0,0,37,0,0,1,1,2,4,2,0,2,4444
204,0,2,0,0,38,0,0,1,2,3,4,3,0,3,621
204,0,2,0,0,39,0,0,1,3,1,4,1,0,1,397
204,0,2,0,0,40,0,0,2,1,1,3,3,0,3,1325
204,0,2,0,0,41,0,0,2,2,2,3,3,0,3,2573
204,0,2,0,0,42,0,0,2,3,3,2,2,0,2,2237
204,0,2,0,0,43,0,0,1,1,2,4,2,0,2,1197
204,0,2,0,0,44,0,0,1,2,1,4,1,0,1,629
204,0,2,0,0,45,0,0,1,3,3,4,3,0,3,1957
204,0,2,0,0,46,0,0,2,1,3,2,2,1,3,933
204,0,2,0,0,47,0,0,2,2,1,3,3,0,3,2483
204,0,2,0,0,48,0,0,2,3,1,2,2,0,2,1477
204,0,2,0,0,49,0,0,1,1,2,4,2,0,2,1221
204,0,2,0,0,50,0,0,1,2,1,4,1,0,1,1317
204,0,2,0,0,51,0,0,1,3,2,4,2,0,2,637
204,0,2,0,0,52,0,0,2,1,2,1,1,0,1,797
204,0,2,0,0,53,0,0,2,2,3,2,2,0,2,981
204,0,2,0,0,54,0,0,2,3,2,1,1,0,1,869
204,0,2,0,0,55,0,0,1,1,3,1,3,0,3,973
204,0,2,0,0,56,0,0,1,2,3,1,3,0,3,421
204,0,2,0,0,57,0,0,1,3,1,3,1,0,1,741
204,0,2,0,0,58,0,0,2,1,4,3,3,0,3,1557
204,0,2,0,0,59,0,0,2,2,4,3,3,0,3,541
204,0,2,0,0,60,0,0,2,3,4,2,2,0,2,668
204,0,2,0,0,61,0,0,1,1,2,4,2,0,2,1989
204,0,2,0,0,62,0,0,1,2,1,4,1,0,1,557
204,0,2,0,0,63,0,0,1,3,1,4,1,0,1,941
204,0,2,0,0,64,0,0,2,1,1,2,2,0,2,1013
204,0,2,0,0,65,0,0,2,2,1,3,3,0,3,1389
204,0,2,0,0,66,0,0,2,3,2,3,3,0,3,2589
204,0,2,0,0,67,0,0,1,1,1,4,1,0,1,1380
204,0,2,0,0,68,0,0,1,2,2,4,2,0,2,925
204,0,2,0,0,69,0,0,1,3,1,4,1,0,1,636
204,0,2,0,0,70,0,0,2,1,4,1,1,0,1,797
204,0,2,0,0,71,0,0,2,2,4,3,3,0,3,1101
204,0,2,0,0,72,0,0,2,3,4,3,3,0,3,509
204,0,2,0,0,73,0,0,1,1,1,2,1,0,1,1661
204,0,2,0,0,74,0,0,1,2,3,2,3,0,3,557
204,0,2,0,0,75,0,0,1,3,1,2,1,0,1,621
204,0,2,0,0,76,0,0,2,1,4,3,3,0,3,1205
204,0,2,0,0,77,0,0,2,2,4,1,1,0,1,637
204,0,2,0,0,78,0,0,2,3,4,1,1,0,1,645
204,0,2,0,0,79,0,0,1,1,1,3,1,0,1,1133
204,0,2,0,0,80,0,0,1,2,2,1,2,0,2,1157
204,0,2,0,0,81,0,0,1,3,3,1,3,0,3,741
204,0,2,0,0,82,0,0,2,1,4,3,3,0,3,2500
204,0,2,0,0,83,0,0,2,2,4,2,2,0,2,621
204,0,2,0,0,84,0,0,2,3,4,2,2,0,2,653
204,0,2,0,0,85,0,0,1,1,2,4,2,0,2,941
204,0,2,0,0,86,0,0,1,2,2,4,2,0,2,341
204,0,2,0,0,87,0,0,1,3,3,4,3,0,3,556
