id,bal,block,x,cond,trial,y,c2,task,cycle,dim1,dim2,cor,error,res,time
9,1,0,0,0,9,0,0,1,3,1,2,1,0,1,621
9,1,0,0,0,10,0,0,2,1,1,2,2,1,1,1692
9,1,0,0,0,11,0,0,2,2,1,3,3,1,1,10000
9,1,0,0,0,12,0,0,2,3,3,1,1,0,1,813
9,1,0,0,0,13,0,0,1,1,2,4,2,0,2,637
9,1,0,0,0,14,0,0,1,2,3,4,3,0,3,653
9,1,0,0,0,15,0,0,1,3,1,4,1,0,1,589
9,1,0,0,0,16,0,0,2,1,4,1,1,0,1,540
9,1,0,0,0,17,0,0,2,2,4,3,3,0,3,469
9,1,0,0,0,18,0,0,2,3,4,3,3,0,3,533
9,1,0,0,0,19,0,0,1,1,1,3,1,0,1,1485
9,1,0,0,0,20,0,0,1,2,3,2,3,1,2,836
9,1,0,0,0,21,0,0,1,3,3,2,3,0,3,485
9,1,0,0,0,22,0,0,2,1,3,2,2,0,2,1653
9,1,0,0,0,23,0,0,2,2,2,1,1,0,1,757
9,1,0,0,0,24,0,0,2,3,1,2,2,0,2,757
9,1,0,0,0,25,0,0,1,1,1,3,1,0,1,789
9,1,0,0,0,26,0,0,1,2,3,2,3,0,3,1309
9,1,0,0,0,27,0,0,1,3,1,2,1,0,1,588
9,1,0,0,0,28,0,0,2,1,4,1,1,0,1,572
9,1,0,0,0,29,0,0,2,2,4,1,1,0,1,340
9,1,0,0,0,30,0,0,2,3,4,1,1,0,1,301
9,1,0,0,0,31,0,0,1,1,2,4,2,0,2,909
9,1,0,0,0,32,0,0,1,2,2,4,2,0,2,341
9,1,0,0,0,33,0,0,1,3,2,4,2,0,2,324
9,1,0,0,0,34,0,0,2,1,4,2,2,1,3,885
9,1,0,0,0,35,0,0,2,2,4,2,2,0,2,317
9,1,0,0,0,36,0,0,2,3,4,3,3,0,3,549
9,1,0,0,0,37,0,0,1,1,3,4,3,1,1,1061
9,1,0,0,0,38,0,0,1,2,1,4,1,1,2,1533
9,1,0,0,0,39,0,0,1,3,3,4,3,0,3,1141
9,1,0,0,0,40,0,0,2,1,2,3,3,0,3,612
9,1,0,0,0,41,0,0,2,2,1,2,2,0,2,1061
9,1,0,0,0,42,0,0,2,3,2,1,1,0,1,476
9,1,1,0,0,1,0,0,1,1,1,4,1,0,1,540
9,1,1,0,0,2,0,0,1,2,1,4,1,0,1,485
9,1,1,0,0,3,0,0,1,3,2,4,2,0,2,484
9,1,1,0,0,4,0,0,2,1,4,1,1,0,1,1189
9,1,1,0,0,5,0,0,2,2,4,3,3,0,3,565
9,1,1,0,0,6,0,0,2,3,4,2,2,0,2,780
9,1,1,0,0,7,0,0,1,1,1,4,1,0,1,349
9,1,1,0,0,8,0,0,1,2,1,4,1,0,1,317
9,1,1,0,0,9,0,0,1,3,2,4,2,0,2,557
9,1,1,0,0,10,0,0,2,1,2,3,3,0,3,685
9,1,1,0,0,11,0,0,2,2,2,1,1,0,1,565
9,1,1,0,0,12,0,0,2,3,2,1,1,0,1,461
9,1,1,0,0,13,0,0,1,1,1,3,1,0,1,1180
9,1,1,0,0,14,0,0,1,2,1,3,1,0,1,308
9,1,1,0,0,15,0,0,1,3,2,3,2,0,2,1269
9,1,1,0,0,16,0,0,2,1,3,1,1,0,1,821
9,1,1,0,0,17,0,0,2,2,2,3,3,1,2,780
9,1,1,0,0,18,0,0,2,3,1,3,3,1,2,812
9,1,1,0,0,19,0,0,1,1,3,4,3,0,3,852
9,1,1,0,0,20,0,0,1,2,3,4,3,0,3,357
9,1,1,0,0,21,0,0,1,3,3,4,3,0,3,357
9,1,1,0,0,22,0,0,2,1,2,1,1,0,1,492
9,1,1,0,0,23,0,0,2,2,3,2,2,0,2,1572
9,1,1,0,0,24,0,0,2,3,1,2,2,0,2,692
9,1,1,0,0,25,0,0,1,1,2,3,2,1,3,876
9,1,1,0,0,26,0,0,1,2,3,1,3,0,3,621
9,1,1,0,0,27,0,0,1,3,3,2,3,0,3,796
9,1,1,0,0,28,0,0,2,1,2,3,3,1,1,701
9,1,1,0,0,29,0,0,2,2,3,1,1,0,1,2005
9,1,1,0,0,30,0,0,2,3,1,2,2,0,2,500
9,1,1,0,0,31,0,0,1,1,1,4,1,0,1,1021
9,1,1,0,0,32,0,0,1,2,2,4,2,0,2,789
9,1,1,0,0,33,0,0,1,3,2,4,2,0,2,613
9,1,1,0,0,34,0,0,2,1,1,3,3,0,3,1141
9,1,1,0,0,35,0,0,2,2,2,1,1,0,1,852
9,1,1,0,0,36,0,0,2,3,1,2,2,0,2,716
9,1,1,0,0,37,0,0,1,1,1,4,1,0,1,341
9,1,1,0,0,38,0,0,1,2,1,4,1,0,1,332
9,1,1,0,0,39,0,0,1,3,2,4,2,0,2,453
9,1,1,0,0,40,0,0,2,1,2,3,3,0,3,684
9,1,1,0,0,41,0,0,2,2,2,1,1,0,1,965
9,1,1,0,0,42,0,0,2,3,1,2,2,0,2,684
9,1,1,0,0,43,0,0,1,1,2,4,2,0,2,573
9,1,1,0,0,44,0,0,1,2,2,4,2,1,1,421
9,1,1,0,0,45,0,0,1,3,3,4,3,0,3,445
9,1,1,0,0,46,0,0,2,1,1,3,3,0,3,477
9,1,1,0,0,47,0,0,2,2,2,1,1,0,1,557
9,1,1,0,0,48,0,0,2,3,3,1,1,0,1,869
9,1,1,0,0,49,0,0,1,1,3,1,3,0,3,517
9,1,1,0,0,50,0,0,1,2,3,2,3,0,3,357
9,1,1,0,0,51,0,0,1,3,3,1,3,0,3,292
9,1,1,0,0,52,0,0,2,1,2,1,1,0,1,869
9,1,1,0,0,53,0,0,2,2,3,1,1,0,1,341
9,1,1,0,0,54,0,0,2,3,3,2,2,0,2,1660
9,1,1,0,0,55,0,0,1,1,3,4,3,0,3,661
9,1,1,0,0,56,0,0,1,2,3,4,3,0,3,261
9,1,1,0,0,57,0,0,1,3,2,4,2,0,2,604
9,1,1,0,0,58,0,0,2,1,2,3,3,1,2,717
9,1,1,0,0,59,0,0,2,2,1,3,3,0,3,332
9,1,1,0,0,60,0,0,2,3,2,1,1,0,1,549
9,1,1,0,0,61,0,0,1,1,3,4,3,0,3,533
9,1,1,0,0,62,0,0,1,2,2,4,2,0,2,629
9,1,1,0,0,63,0,0,1,3,1,4,1,0,1,436
9,1,1,0,0,64,0,0,2,1,3,1,1,0,1,749
9,1,1,0,0,65,0,0,2,2,2,1,1,0,1,524
9,1,1,0,0,66,0,0,2,3,2,3,3,0,3,645
9,1,1,0,0,67,0,0,1,1,2,3,2,0,2,1333
9,1,1,0,0,68,0,0,1,2,2,3,2,0,2,292
9,1,1,0,0,69,0,0,1,3,2,3,2,0,2,300
9,1,1,0,0,70,0,0,2,1,1,2,2,0,2,2077
9,1,1,0,0,71,0,0,2,2,3,1,1,0,1,548
9,1,1,0,0,72,0,0,2,3,2,3,3,0,3,340
9,1,1,0,0,73,0,0,1,1,1,4,1,0,1,477
9,1,1,0,0,74,0,0,1,2,2,4,2,0,2,453
9,1,1,0,0,75,0,0,1,3,2,4,2,0,2,493
9,1,1,0,0,76,0,0,2,1,4,2,2,0,2,1109
9,1,1,0,0,77,0,0,2,2,4,1,1,0,1,485
9,1,1,0,0,78,0,0,2,3,4,2,2,0,2,477
9,1,1,0,0,79,0,0,1,1,3,1,3,0,3,708
9,1,1,0,0,80,0,0,1,2,2,3,2,1,1,1124
9,1,1,0,0,81,0,0,1,3,1,2,1,0,1,597
9,1,1,0,0,82,0,0,2,1,1,3,3,0,3,701
9,1,1,0,0,83,0,0,2,2,1,3,3,0,3,436
9,1,1,0,0,84,0,0,2,3,1,3,3,0,3,317
9,1,1,0,0,85,0,0,1,1,1,2,1,0,1,389
9,1,1,0,0,86,0,0,1,2,2,1,2,0,2,597
9,1,1,0,0,87,0,0,1,3,3,1,3,0,3,469
9,1,1,0,0,88,0,0,2,1,2,1,1,0,1,557
9,1,1,0,0,89,0,0,2,2,3,2,2,0,2,429
9,1,1,0,0,90,0,0,2,3,3,2,2,0,2,580
9,1,1,0,0,91,0,0,1,1,3,1,3,1,1,765
9,1,1,0,0,92,0,0,1,2,1,2,1,0,1,589
9,1,1,0,0,93,0,0,1,3,3,2,3,1,2,492
9,1,1,0,0,94,0,0,2,1,2,3,3,0,3,596
9,1,1,0,0,95,0,0,2,2,1,3,3,0,3,308
9,1,1,0,0,96,0,0,2,3,2,1,1,0,1,597
9,1,1,0,0,97,0,0,1,1,3,1,3,0,3,645
9,1,1,0,0,98,0,0,1,2,3,2,3,0,3,357
9,1,1,0,0,99,0,0,1,3,1,2,1,0,1,556
9,1,1,0,0,100,0,0,2,1,1,2,2,0,2,605
9,1,1,0,0,101,0,0,2,2,3,1,1,0,1,453
9,1,1,0,0,102,0,0,2,3,1,3,3,0,3,517
9,1,1,0,0,103,0,0,1,1,3,2,3,0,3,533
9,1,1,0,0,104,0,0,1,2,2,1,2,0,2,532
9,1,1,0,0,105,0,0,1,3,2,1,2,0,2,557
9,1,1,0,0,106,0,0,2,1,4,3,3,0,3,492
9,1,1,0,0,107,0,0,2,2,4,1,1,1,3,581
9,1,1,0,0,108,0,0,2,3,4,1,1,0,1,765
9,1,1,0,0,109,0,0,1,1,2,4,2,0,2,837
9,1,1,0,0,110,0,0,1,2,3,4,3,0,3,508
9,1,1,0,0,111,0,0,1,3,3,4,3,1,2,805
9,1,1,0,0,112,0,0,2,1,2,1,1,0,1,773
9,1,1,0,0,113,0,0,2,2,2,3,3,1,1,405
9,1,1,0,0,114,0,0,2,3,3,1,1,0,1,1453
9,1,1,0,0,115,0,0,1,1,2,1,2,1,1,373
9,1,1,0,0,116,0,0,1,2,3,1,3,0,3,477
9,1,1,0,0,117,0,0,1,3,2,1,2,0,2,949
9,1,1,0,0,118,0,0,2,1,4,2,2,0,2,1180
9,1,1,0,0,119,0,0,2,2,4,1,1,0,1,597
9,1,1,0,0,120,0,0,2,3,4,2,2,0,2,357
9,1,2,0,0,1,0,0,1,1,1,4,1,0,1,1036
9,1,2,0,0,2,0,0,1,2,2,4,2,0,2,325
9,1,2,0,0,3,0,0,1,3,1,4,1,0,1,468
9,1,2,0,0,4,0,0,2,1,4,1,1,1,3,1053
9,1,2,0,0,5,0,0,2,2,4,2,2,0,2,381
9,1,2,0,0,6,0,0,2,3,4,1,1,0,1,613
9,1,2,0,0,7,0,0,1,1,2,4,2,0,2,485
9,1,2,0,0,8,0,0,1,2,1,4,1,0,1,668
9,1,2,0,0,9,0,0,1,3,3,4,3,0,3,525
9,1,2,0,0,10,0,0,2,1,3,1,1,0,1,524
9,1,2,0,0,11,0,0,2,2,2,1,1,0,1,317
9,1,2,0,0,12,0,0,2,3,1,3,3,0,3,509
9,1,2,0,0,13,0,0,1,1,3,4,3,0,3,676
9,1,2,0,0,14,0,0,1,2,1,4,1,0,1,940
9,1,2,0,0,15,0,0,1,3,2,4,2,0,2,333
9,1,2,0,0,16,0,0,2,1,2,3,3,0,3,868
9,1,2,0,0,17,0,0,2,2,3,2,2,0,2,621
9,1,2,0,0,18,0,0,2,3,1,3,3,0,3,773
9,1,2,0,0,19,0,0,1,1,1,4,1,0,1,661
9,1,2,0,0,20,0,0,1,2,2,4,2,0,2,541
9,1,2,0,0,21,0,0,1,3,1,4,1,0,1,452
9,1,2,0,0,22,0,0,2,1,4,2,2,0,2,477
9,1,2,0,0,23,0,0,2,2,4,1,1,0,1,516
9,1,2,0,0,24,0,0,2,3,4,2,2,0,2,381
9,1,2,0,0,25,0,0,1,1,2,1,2,0,2,685
9,1,2,0,0,26,0,0,1,2,2,1,2,0,2,380
9,1,2,0,0,27,0,0,1,3,2,3,2,0,2,437
9,1,2,0,0,28,0,0,2,1,4,2,2,1,1,621
9,1,2,0,0,29,0,0,2,2,4,2,2,0,2,301
9,1,2,0,0,30,0,0,2,3,4,3,3,0,3,661
9,1,2,0,0,31,0,0,1,1,2,4,2,0,2,925
9,1,2,0,0,32,0,0,1,2,1,4,1,0,1,540
9,1,2,0,0,33,0,0,1,3,2,4,2,0,2,564
9,1,2,0,0,34,0,0,2,1,4,2,2,0,2,860
9,1,2,0,0,35,0,0,2,2,4,3,3,0,3,597
9,1,2,0,0,36,0,0,2,3,4,3,3,0,3,509
9,1,2,0,0,37,0,0,1,1,2,1,2,0,2,668
9,1,2,0,0,38,0,0,1,2,1,2,1,0,1,541
9,1,2,0,0,39,0,0,1,3,2,3,2,0,2,572
9,1,2,0,0,40,0,0,2,1,2,3,3,1,2,397
9,1,2,0,0,41,0,0,2,2,2,3,3,0,3,309
9,1,2,0,0,42,0,0,2,3,3,1,1,0,1,893
9,1,2,0,0,43,0,0,1,1,2,1,2,0,2,628
9,1,2,0,0,44,0,0,1,2,2,3,2,0,2,1149
9,1,2,0,0,45,0,0,1,3,3,1,3,1,1,1212
9,1,2,0,0,46,0,0,2,1,4,3,3,0,3,757
9,1,2,0,0,47,0,0,2,2,4,2,2,0,2,476
9,1,2,0,0,48,0,0,2,3,4,2,2,0,2,845
9,1,2,0,0,49,0,0,1,1,2,4,2,0,2,636
9,1,2,0,0,50,0,0,1,2,3,4,3,0,3,493
9,1,2,0,0,51,0,0,1,3,3,4,3,1,2,389
9,1,2,0,0,52,0,0,2,1,4,2,2,0,2,565
9,1,2,0,0,53,0,0,2,2,4,2,2,0,2,325
9,1,2,0,0,54,0,0,2,3,4,2,2,0,2,420
9,1,2,0,0,55,0,0,1,1,3,4,3,0,3,533
9,1,2,0,0,56,0,0,1,2,2,4,2,0,2,573
9,1,2,0,0,57,0,0,1,3,3,4,3,0,3,693
9,1,2,0,0,58,0,0,2,1,4,3,3,0,3,589
9,1,2,0,0,59,0,0,2,2,4,2,2,0,2,508
9,1,2,0,0,60,0,0,2,3,4,1,1,0,1,365
9,1,2,0,0,61,0,0,1,1,2,4,2,0,2,701
9,1,2,0,0,62,0,0,1,2,3,4,3,0,3,461
9,1,2,0,0,63,0,0,1,3,1,4,1,0,1,509
9,1,2,0,0,64,0,0,2,1,4,2,2,0,2,645
9,1,2,0,0,65,0,0,2,2,4,1,1,0,1,260
9,1,2,0,0,66,0,0,2,3,4,1,1,1,2,404
9,1,2,0,0,67,0,0,1,1,3,1,3,0,3,581
9,1,2,0,0,68,0,0,1,2,1,2,1,0,1,789
9,1,2,0,0,69,0,0,1,3,2,1,2,0,2,509
9,1,2,0,0,70,0,0,2,1,2,1,1,1,2,564
9,1,2,0,0,71,0,0,2,2,3,1,1,1,3,1469
9,1,2,0,0,72,0,0,2,3,1,2,2,0,2,1837
9,1,2,0,0,73,0,0,1,1,1,3,1,0,1,604
9,1,2,0,0,74,0,0,1,2,2,3,2,0,2,885
9,1,2,0,0,75,0,0,1,3,1,2,1,0,1,508
9,1,2,0,0,76,0,0,2,1,2,1,1,0,1,1052
9,1,2,0,0,77,0,0,2,2,3,2,2,0,2,501
9,1,2,0,0,78,0,0,2,3,2,1,1,0,1,565
9,1,2,0,0,79,0,0,1,1,1,4,1,0,1,581
9,1,2,0,0,80,0,0,1,2,3,4,3,0,3,573
9,1,2,0,0,81,0,0,1,3,1,4,1,0,1,388
9,1,2,0,0,82,0,0,2,1,2,3,3,0,3,533
9,1,2,0,0,83,0,0,2,2,2,1,1,0,1,572
9,1,2,0,0,84,0,0,2,3,3,1,1,0,1,477
9,1,2,0,0,85,0,0,1,1,1,2,1,0,1,413
9,1,2,0,0,86,0,0,1,2,2,3,2,0,2,404
9,1,2,0,0,87,0,0,1,3,3,2,3,0,3,453
9,1,2,0,0,88,0,0,2,1,4,2,2,0,2,797
9,1,2,0,0,89,0,0,2,2,4,1,1,0,1,580
9,1,2,0,0,90,0,0,2,3,4,2,2,0,2,492
9,1,2,0,0,91,0,0,1,1,1,2,1,0,1,477
9,1,2,0,0,92,0,0,1,2,1,3,1,0,1,333
9,1,2,0,0,93,0,0,1,3,2,1,2,0,2,429
9,1,2,0,0,94,0,0,2,1,4,3,3,0,3,573
9,1,2,0,0,95,0,0,2,2,4,3,3,0,3,484
9,1,2,0,0,96,0,0,2,3,4,2,2,0,2,573
9,1,2,0,0,97,0,0,1,1,2,4,2,0,2,445
9,1,2,0,0,98,0,0,1,2,3,4,3,0,3,484
9,1,2,0,0,99,0,0,1,3,1,4,1,0,1,420
9,1,2,0,0,100,0,0,2,1,4,3,3,0,3,981
9,1,2,0,0,101,0,0,2,2,4,1,1,0,1,621
9,1,2,0,0,102,0,0,2,3,4,3,3,0,3,429
9,1,2,0,0,103,0,0,1,1,3,2,3,0,3,461
9,1,2,0,0,104,0,0,1,2,2,3,2,0,2,557
9,1,2,0,0,105,0,0,1,3,3,1,3,0,3,412
9,1,2,0,0,106,0,0,2,1,4,3,3,0,3,461
9,1,2,0,0,107,0,0,2,2,4,2,2,0,2,517
9,1,2,0,0,108,0,0,2,3,4,1,1,0,1,565
9,1,2,0,0,109,0,0,1,1,2,4,2,0,2,789
9,1,2,0,0,110,0,0,1,2,3,4,3,0,3,452
9,1,2,0,0,111,0,0,1,3,1,4,1,0,1,437
9,1,2,0,0,112,0,0,2,1,4,2,2,0,2,740
9,1,2,0,0,113,0,0,2,2,4,2,2,0,2,301
9,1,2,0,0,114,0,0,2,3,4,2,2,0,2,309
9,1,2,0,0,115,0,0,1,1,1,2,1,0,1,309
9,1,2,0,0,116,0,0,1,2,3,1,3,0,3,509
9,1,2,0,0,117,0,0,1,3,2,3,2,0,2,565
9,1,2,0,0,118,0,0,2,1,3,2,2,0,2,876
9,1,2,0,0,119,0,0,2,2,2,1,1,0,1,532
9,1,2,0,0,120,0,0,2,3,3,1,1,0,1,349
9,1,3,0,0,1,0,0,1,1,1,3,1,0,1,572
9,1,3,0,0,2,0,0,1,2,3,1,3,0,3,693
9,1,3,0,0,3,0,0,1,3,3,2,3,0,3,781
9,1,3,0,0,4,0,0,2,1,2,3,3,0,3,1084
9,1,3,0,0,5,0,0,2,2,2,1,1,1,2,2485
9,1,3,0,0,6,0,0,2,3,3,1,1,0,1,349
9,1,3,0,0,7,0,0,1,1,2,3,2,1,3,1436
9,1,3,0,0,8,0,0,1,2,2,3,2,0,2,333
9,1,3,0,0,9,0,0,1,3,3,2,3,0,3,781
9,1,3,0,0,10,0,0,2,1,3,1,1,0,1,573
9,1,3,0,0,11,0,0,2,2,2,1,1,0,1,533
9,1,3,0,0,12,0,0,2,3,3,2,2,0,2,485
9,1,3,0,0,13,0,0,1,1,3,4,3,0,3,660
9,1,3,0,0,14,0,0,1,2,1,4,1,0,1,365
9,1,3,0,0,15,0,0,1,3,2,4,2,0,2,477
9,1,3,0,0,16,0,0,2,1,1,3,3,0,3,804
9,1,3,0,0,17,0,0,2,2,3,1,1,0,1,500
9,1,3,0,0,18,0,0,2,3,2,3,3,0,3,549
9,1,3,0,0,19,0,0,1,1,1,3,1,0,1,381
9,1,3,0,0,20,0,0,1,2,1,3,1,0,1,277
9,1,3,0,0,21,0,0,1,3,2,1,2,0,2,444
9,1,3,0,0,22,0,0,2,1,1,2,2,0,2,749
9,1,3,0,0,23,0,0,2,2,1,2,2,0,2,300
9,1,3,0,0,24,0,0,2,3,3,1,1,0,1,644
9,1,3,0,0,25,0,0,1,1,1,4,1,1,2,501
9,1,3,0,0,26,0,0,1,2,1,4,1,0,1,317
9,1,3,0,0,27,0,0,1,3,1,4,1,0,1,300
9,1,3,0,0,28,0,0,2,1,4,2,2,0,2,1133
9,1,3,0,0,29,0,0,2,2,4,3,3,0,3,548
9,1,3,0,0,30,0,0,2,3,4,3,3,1,2,333
9,1,3,0,0,31,0,0,1,1,3,4,3,0,3,517
9,1,3,0,0,32,0,0,1,2,2,4,2,0,2,437
9,1,3,0,0,33,0,0,1,3,2,4,2,0,2,380
9,1,3,0,0,34,0,0,2,1,2,1,1,1,2,572
9,1,3,0,0,35,0,0,2,2,2,1,1,0,1,316
9,1,3,0,0,36,0,0,2,3,2,1,1,0,1,301
9,1,3,0,0,37,0,0,1,1,2,4,2,0,2,909
9,1,3,0,0,38,0,0,1,2,1,4,1,0,1,445
9,1,3,0,0,39,0,0,1,3,2,4,2,0,2,524
9,1,3,0,0,40,0,0,2,1,1,3,3,0,3,773
9,1,3,0,0,41,0,0,2,2,1,2,2,0,2,557
9,1,3,0,0,42,0,0,2,3,2,1,1,0,1,1229
9,1,3,0,0,43,0,0,1,1,3,1,3,0,3,797
9,1,3,0,0,44,0,0,1,2,3,1,3,0,3,460
9,1,3,0,0,45,0,0,1,3,1,2,1,0,1,413
9,1,3,0,0,46,0,0,2,1,3,2,2,1,3,629
9,1,3,0,0,47,0,0,2,2,3,2,2,0,2,445
9,1,3,0,0,48,0,0,2,3,2,1,1,0,1,645
9,1,3,0,0,49,0,0,1,1,3,1,3,0,3,500
9,1,3,0,0,50,0,0,1,2,3,1,3,0,3,277
9,1,3,0,0,51,0,0,1,3,3,1,3,0,3,317
9,1,3,0,0,52,0,0,2,1,4,3,3,0,3,596
9,1,3,0,0,53,0,0,2,2,4,2,2,0,2,717
9,1,3,0,0,54,0,0,2,3,4,3,3,1,2,364
9,1,3,0,0,55,0,0,1,1,2,4,2,0,2,1061
9,1,3,0,0,56,0,0,1,2,3,4,3,0,3,516
9,1,3,0,0,57,0,0,1,3,3,4,3,0,3,445
9,1,3,0,0,58,0,0,2,1,1,2,2,1,1,804
9,1,3,0,0,59,0,0,2,2,2,1,1,0,1,757
9,1,3,0,0,60,0,0,2,3,1,2,2,0,2,861
9,1,3,0,0,61,0,0,1,1,3,4,3,0,3,532
9,1,3,0,0,62,0,0,1,2,1,4,1,0,1,476
9,1,3,0,0,63,0,0,1,3,1,4,1,0,1,381
9,1,3,0,0,64,0,0,2,1,4,2,2,0,2,613
9,1,3,0,0,65,0,0,2,2,4,2,2,0,2,333
